Previous State,New State
"[1.143284061850027, 53.78, 3814.94, -1.48]","[1.143284061850027, 54.15, 3825.74, -1.41]"
"[1.143284061850027, 54.15, 3825.74, -1.41]","[1.143284061850027, 54.51, 3836.6, -1.35]"
"[1.143284061850027, 54.51, 3836.6, -1.35]","[1.143284061850027, 54.85, 3847.53, -1.31]"
"[1.143284061850027, 54.85, 3847.53, -1.31]","[1.143284061850027, 55.19, 3858.53, -1.32]"
"[1.143284061850027, 55.19, 3858.53, -1.32]","[1.143284061850027, 55.52, 3869.6, -1.37]"
"[1.143284061850027, 55.52, 3869.6, -1.37]","[1.143284061850027, 55.86, 3880.72, -1.5]"
"[1.143284061850027, 55.86, 3880.72, -1.5]","[1.143284061850027, 56.17, 3891.92, -1.68]"
"[1.143284061850027, 56.17, 3891.92, -1.68]","[1.143284061850027, 56.48, 3903.19, -1.86]"
"[1.143284061850027, 56.48, 3903.19, -1.86]","[1.143284061850027, 56.78, 3914.51, -2.04]"
"[1.143284061850027, 56.78, 3914.51, -2.04]","[1.143284061850027, 57.08, 3925.9, -2.22]"
"[1.143284061850027, 57.08, 3925.9, -2.22]","[1.143284061850027, 57.36, 3937.35, -2.39]"
"[1.143284061850027, 57.36, 3937.35, -2.39]","[1.143284061850027, 57.64, 3948.86, -2.53]"
"[1.143284061850027, 57.64, 3948.86, -2.53]","[1.143284061850027, 57.91, 3960.42, -2.63]"
"[1.143284061850027, 57.91, 3960.42, -2.63]","[1.143284061850027, 58.17, 3972.04, -2.69]"
"[1.143284061850027, 58.17, 3972.04, -2.69]","[1.143284061850027, 58.43, 3983.83, -2.79]"
"[1.143284061850027, 58.43, 3983.83, -2.79]","[1.143284061850027, 58.68, 3995.43, -2.35]"
"[1.143284061850027, 58.68, 3995.43, -2.35]","[1.143284061850027, 58.93, 4007.2, -2.39]"
"[1.143284061850027, 58.93, 4007.2, -2.39]","[1.143284061850027, 59.16, 4019.01, -2.41]"
"[1.143284061850027, 59.16, 4019.01, -2.41]","[1.143284061850027, 59.39, 4030.86, -2.44]"
"[1.143284061850027, 59.39, 4030.86, -2.44]","[1.143284061850027, 59.61, 4042.76, -2.48]"
"[1.143284061850027, 59.61, 4042.76, -2.48]","[1.143284061850027, 59.82, 4054.71, -2.52]"
"[1.143284061850027, 59.82, 4054.71, -2.52]","[1.143284061850027, 60.03, 4066.69, -2.57]"
"[1.143284061850027, 60.03, 4066.69, -2.57]","[1.143284061850027, 60.23, 4078.72, -2.62]"
"[1.143284061850027, 60.23, 4078.72, -2.62]","[1.143284061850027, 60.44, 4090.78, -2.69]"
"[1.143284061850027, 60.44, 4090.78, -2.69]","[1.143284061850027, 60.63, 4102.89, -2.76]"
"[1.143284061850027, 60.63, 4102.89, -2.76]","[1.143284061850027, 60.8, 4115.03, -2.83]"
"[1.143284061850027, 60.8, 4115.03, -2.83]","[1.143284061850027, 60.98, 4127.21, -2.91]"
"[1.143284061850027, 60.98, 4127.21, -2.91]","[1.143284061850027, 60.82, 4139.39, -3.02]"
"[1.143284061850027, 60.82, 4139.39, -3.02]","[1.143284061850027, 60.91, 4151.54, -3.22]"
"[1.143284061850027, 60.91, 4151.54, -3.22]","[1.143284061850027, 61.09, 4163.73, -3.45]"
"[1.143284061850027, 61.09, 4163.73, -3.45]","[1.143284061850027, 61.27, 6.19, -3.69]"
"[1.143284061850027, 61.27, 6.19, -3.69]","[1.143284061850027, 61.44, 18.46, -3.92]"
"[1.143284061850027, 61.44, 18.46, -3.92]","[1.143284061850027, 61.61, 30.76, -4.15]"
"[1.143284061850027, 61.61, 30.76, -4.15]","[1.143284061850027, 61.78, 43.11, -4.37]"
"[1.143284061850027, 61.78, 43.11, -4.37]","[1.1680804852142352, 61.94, 55.49, -4.57]"
"[1.1680804852142352, 61.94, 55.49, -4.57]","[1.1680804852142352, 62.1, 67.89, -4.76]"
"[1.1680804852142352, 62.1, 67.89, -4.76]","[1.1680804852142352, 62.25, 80.33, -4.95]"
"[1.1680804852142352, 62.25, 80.33, -4.95]","[1.1680804852142352, 62.39, 92.79, -5.15]"
"[1.1680804852142352, 62.39, 92.79, -5.15]","[1.1680804852142352, 62.47, 105.28, -5.35]"
"[1.1680804852142352, 62.47, 105.28, -5.35]","[1.143284061850027, 62.67, 117.8, -5.54]"
"[1.143284061850027, 62.67, 117.8, -5.54]","[1.143284061850027, 62.81, 130.34, -5.73]"
"[1.143284061850027, 62.81, 130.34, -5.73]","[1.143284061850027, 62.94, 142.92, -5.86]"
"[1.143284061850027, 62.94, 142.92, -5.86]","[1.143284061850027, 63.07, 155.52, -5.88]"
"[1.143284061850027, 63.07, 155.52, -5.88]","[1.143284061850027, 63.19, 168.14, -5.81]"
"[1.143284061850027, 63.19, 168.14, -5.81]","[1.143284061850027, 63.32, 180.79, -5.71]"
"[1.143284061850027, 63.32, 180.79, -5.71]","[1.143284061850027, 63.43, 193.49, -5.59]"
"[1.143284061850027, 63.43, 193.49, -5.59]","[1.143284061850027, 63.55, 206.21, -5.38]"
"[1.143284061850027, 63.55, 206.21, -5.38]","[1.143284061850027, 63.67, 218.94, -5.16]"
"[1.143284061850027, 63.67, 218.94, -5.16]","[1.143284061850027, 63.79, 231.68, -4.94]"
"[1.143284061850027, 63.79, 231.68, -4.94]","[1.143284061850027, 63.91, 244.45, -4.74]"
"[1.143284061850027, 63.91, 244.45, -4.74]","[1.143284061850027, 64.02, 257.24, -4.52]"
"[1.143284061850027, 64.02, 257.24, -4.52]","[1.143284061850027, 64.14, 270.05, -4.31]"
"[1.143284061850027, 64.14, 270.05, -4.31]","[1.143284061850027, 64.24, 282.89, -4.13]"
"[1.143284061850027, 64.24, 282.89, -4.13]","[1.143284061850027, 64.35, 295.75, -3.98]"
"[1.143284061850027, 64.35, 295.75, -3.98]","[1.143284061850027, 64.46, 308.63, -3.85]"
"[1.143284061850027, 64.46, 308.63, -3.85]","[1.143284061850027, 64.43, 321.53, -3.76]"
"[1.143284061850027, 64.43, 321.53, -3.76]","[1.143284061850027, 61.43, 334.17, -3.73]"
"[1.143284061850027, 61.43, 334.17, -3.73]","[1.143284061850027, 57.6, 346.06, -3.75]"
"[1.143284061850027, 57.6, 346.06, -3.75]","[1.143284061850027, 53.61, 357.18, -3.8]"
"[1.143284061850027, 53.61, 357.18, -3.8]","[1.143284061850027, 49.92, 367.53, -3.85]"
"[1.143284061850027, 49.92, 367.53, -3.85]","[1.143284061850027, 46.17, 377.14, -3.9]"
"[1.143284061850027, 46.17, 377.14, -3.9]","[1.143284061850027, 42.66, 386.03, -3.94]"
"[1.143284061850027, 42.66, 386.03, -3.94]","[1.143284061850027, 39.04, 394.19, -3.99]"
"[1.143284061850027, 39.04, 394.19, -3.99]","[1.143284061850027, 35.68, 401.67, -4.04]"
"[1.143284061850027, 35.68, 401.67, -4.04]","[1.143284061850027, 32.33, 408.45, -4.09]"
"[1.143284061850027, 32.33, 408.45, -4.09]","[1.143284061850027, 31.39, 414.79, -4.13]"
"[1.143284061850027, 31.39, 414.79, -4.13]","[1.143284061850027, 30.99, 421.04, -4.16]"
"[1.143284061850027, 30.99, 421.04, -4.16]","[1.143284061850027, 30.22, 427.2, -4.15]"
"[1.143284061850027, 30.22, 427.2, -4.15]","[1.143284061850027, 27.25, 432.96, -4.13]"
"[1.143284061850027, 27.25, 432.96, -4.13]","[1.0552023205488061, 25.38, 438.17, -3.94]"
"[1.0552023205488061, 25.38, 438.17, -3.94]","[0.8946658172342352, 24.59, 443.09, -3.22]"
"[0.8946658172342352, 24.59, 443.09, -3.22]","[0.7342087874533589, 23.8, 447.7, -1.94]"
"[0.7342087874533589, 23.8, 447.7, -1.94]","[0.5823642378687435, 23.09, 452.1, -0.3]"
"[0.5823642378687435, 23.09, 452.1, -0.3]","[0.5006547124045881, 22.61, 456.26, 1.6]"
"[0.5006547124045881, 22.61, 456.26, 1.6]","[0.4779951985189524, 22.27, 460.51, 3.56]"
"[0.4779951985189524, 22.27, 460.51, 3.56]","[0.43344532006988595, 21.86, 465.23, 5.19]"
"[0.43344532006988595, 21.86, 465.23, 5.19]","[0.27339303146747324, 21.36, 470.41, 6.5]"
"[0.27339303146747324, 21.36, 470.41, 6.5]","[0.1606906529519106, 20.85, 476.04, 7.3]"
"[0.1606906529519106, 20.85, 476.04, 7.3]","[0.02000133357339049, 20.31, 483.53, 7.21]"
"[0.02000133357339049, 20.31, 483.53, 7.21]","[6.162895424784798, 19.67, 488.99, 6.62]"
"[6.162895424784798, 19.67, 488.99, 6.62]","[6.009792275712113, 19.24, 494.07, 5.75]"
"[6.009792275712113, 19.24, 494.07, 5.75]","[5.871668461112098, 19.9, 498.8, 4.66]"
"[5.871668461112098, 19.9, 498.8, 4.66]","[5.712748197779664, 20.91, 503.31, 3.41]"
"[5.712748197779664, 20.91, 503.31, 3.41]","[5.548976519726227, 21.78, 507.66, 2.07]"
"[5.548976519726227, 21.78, 507.66, 2.07]","[5.435123228198105, 22.76, 511.95, 0.88]"
"[5.435123228198105, 22.76, 511.95, 0.88]","[5.435123228198105, 24.06, 516.55, -0.28]"
"[5.435123228198105, 24.06, 516.55, -0.28]","[5.535422672519665, 25.2, 521.3, -1.63]"
"[5.535422672519665, 25.2, 521.3, -1.63]","[5.535422672519665, 26.44, 526.26, -3.18]"
"[5.535422672519665, 26.44, 526.26, -3.18]","[5.479382988246556, 27.64, 531.57, -4.55]"
"[5.479382988246556, 27.64, 531.57, -4.55]","[5.464863356548026, 28.89, 537.32, -5.63]"
"[5.464863356548026, 28.89, 537.32, -5.63]","[5.435123228198105, 30.05, 543.26, -6.54]"
"[5.435123228198105, 30.05, 543.26, -6.54]","[5.388519489945351, 31.06, 549.47, -7.14]"
"[5.388519489945351, 31.06, 549.47, -7.14]","[5.3723763097721875, 31.72, 555.88, -7.47]"
"[5.3723763097721875, 31.72, 555.88, -7.47]","[5.3723763097721875, 32.2, 562.57, -7.54]"
"[5.3723763097721875, 32.2, 562.57, -7.54]","[5.3723763097721875, 32.57, 569.19, -7.41]"
"[5.3723763097721875, 32.57, 569.19, -7.41]","[5.3723763097721875, 33.25, 575.88, -7.07]"
"[5.3723763097721875, 33.25, 575.88, -7.07]","[5.355890089177974, 34.27, 582.86, -6.51]"
"[5.355890089177974, 34.27, 582.86, -6.51]","[5.3723763097721875, 35.25, 589.91, -5.71]"
"[5.3723763097721875, 35.25, 589.91, -5.71]","[5.419872192164033, 36.22, 597.12, -4.86]"
"[5.419872192164033, 36.22, 597.12, -4.86]","[5.450114948837938, 37.11, 604.56, -4.03]"
"[5.450114948837938, 37.11, 604.56, -4.03]","[5.493687097833415, 38.0, 612.11, -3.38]"
"[5.493687097833415, 38.0, 612.11, -3.38]","[5.548976519726227, 38.78, 619.8, -2.91]"
"[5.548976519726227, 38.78, 619.8, -2.91]","[5.575600870454231, 39.64, 627.65, -2.68]"
"[5.575600870454231, 39.64, 627.65, -2.68]","[5.614442603977214, 40.4, 635.66, -2.73]"
"[5.614442603977214, 40.4, 635.66, -2.73]","[5.639684198386302, 41.19, 643.81, -3.06]"
"[5.639684198386302, 41.19, 643.81, -3.06]","[5.639684198386302, 41.96, 652.11, -3.54]"
"[5.639684198386302, 41.96, 652.11, -3.54]","[5.639684198386302, 42.7, 660.56, -4.05]"
"[5.639684198386302, 42.7, 660.56, -4.05]","[5.639684198386302, 43.41, 669.16, -4.57]"
"[5.639684198386302, 43.41, 669.16, -4.57]","[5.60163209561647, 43.43, 677.87, -5.03]"
"[5.60163209561647, 43.43, 677.87, -5.03]","[5.575600870454231, 40.07, 686.24, -5.28]"
"[5.575600870454231, 40.07, 686.24, -5.28]","[5.562366546309496, 36.54, 693.91, -5.32]"
"[5.562366546309496, 36.54, 693.91, -5.32]","[5.535422672519665, 33.1, 700.85, -5.23]"
"[5.535422672519665, 33.1, 700.85, -5.23]","[5.419872192164033, 31.92, 707.28, -4.8]"
"[5.419872192164033, 31.92, 707.28, -4.8]","[5.321774288415485, 32.14, 713.56, -3.88]"
"[5.321774288415485, 32.14, 713.56, -3.88]","[5.247915634699077, 32.78, 719.85, -2.55]"
"[5.247915634699077, 32.78, 719.85, -2.55]","[5.1634157921809525, 33.48, 726.19, -0.86]"
"[5.1634157921809525, 33.48, 726.19, -0.86]","[5.088772462702417, 34.3, 732.77, 1.02]"
"[5.088772462702417, 34.3, 732.77, 1.02]","[4.996183089593018, 35.03, 739.83, 2.4]"
"[4.996183089593018, 35.03, 739.83, 2.4]","[4.912723822707809, 35.63, 747.76, 3.04]"
"[4.912723822707809, 35.63, 747.76, 3.04]","[4.71238898038469, 36.06, 755.34, 2.42]"
"[4.71238898038469, 36.06, 755.34, 2.42]","[4.71238898038469, 36.35, 762.83, 1.03]"
"[4.71238898038469, 36.35, 762.83, 1.03]","[4.570849507060263, 36.71, 770.0, -0.51]"
"[4.570849507060263, 36.71, 770.0, -0.51]","[4.570849507060263, 37.29, 777.23, -1.96]"
"[4.570849507060263, 37.29, 777.23, -1.96]","[4.51205413806157, 38.14, 784.7, -2.99]"
"[4.51205413806157, 38.14, 784.7, -2.99]","[4.466823462869398, 38.98, 792.39, -3.62]"
"[4.466823462869398, 38.98, 792.39, -3.62]","[4.466823462869398, 39.83, 800.26, -4.02]"
"[4.466823462869398, 39.83, 800.26, -4.02]","[4.466823462869398, 40.63, 808.25, -4.41]"
"[4.466823462869398, 40.63, 808.25, -4.41]","[4.466823462869398, 41.42, 816.41, -4.88]"
"[4.466823462869398, 41.42, 816.41, -4.88]","[4.466823462869398, 42.14, 824.7, -5.42]"
"[4.466823462869398, 42.14, 824.7, -5.42]","[4.394828551093168, 42.83, 833.19, -5.72]"
"[4.394828551093168, 42.83, 833.19, -5.72]","[4.394828551093168, 43.55, 841.83, -5.79]"
"[4.394828551093168, 43.55, 841.83, -5.79]","[4.394828551093168, 44.23, 850.61, -5.77]"
"[4.394828551093168, 44.23, 850.61, -5.77]","[4.394828551093168, 44.9, 859.52, -5.75]"
"[4.394828551093168, 44.9, 859.52, -5.75]","[4.394828551093168, 45.53, 868.57, -5.72]"
"[4.394828551093168, 45.53, 868.57, -5.72]","[4.3642229591117285, 46.09, 877.71, -5.6]"
"[4.3642229591117285, 46.09, 877.71, -5.6]","[4.309673138804028, 46.11, 886.87, -5.24]"
"[4.309673138804028, 46.11, 886.87, -5.24]","[4.309673138804028, 46.73, 896.07, -4.65]"
"[4.309673138804028, 46.73, 896.07, -4.65]","[4.309673138804028, 47.26, 905.44, -3.98]"
"[4.309673138804028, 47.26, 905.44, -3.98]","[4.3642229591117285, 45.0, 914.72, -3.48]"
"[4.3642229591117285, 45.0, 914.72, -3.48]","[4.3642229591117285, 41.25, 923.34, -3.23]"
"[4.3642229591117285, 41.25, 923.34, -3.23]","[4.3642229591117285, 37.66, 931.22, -3.12]"
"[4.3642229591117285, 37.66, 931.22, -3.12]","[4.3642229591117285, 33.82, 938.29, -3.12]"
"[4.3642229591117285, 33.82, 938.29, -3.12]","[4.336005498066962, 30.19, 944.61, -3.18]"
"[4.336005498066962, 30.19, 944.61, -3.18]","[4.238937823112623, 27.35, 950.19, -3.17]"
"[4.238937823112623, 27.35, 950.19, -3.17]","[4.085744768743949, 26.22, 955.3, -2.96]"
"[4.085744768743949, 26.22, 955.3, -2.96]","[3.945394972522823, 25.19, 960.13, -2.58]"
"[3.945394972522823, 25.19, 960.13, -2.58]","[3.7976532445147155, 24.07, 964.68, -2.21]"
"[3.7976532445147155, 24.07, 964.68, -2.21]","[3.6536824065239406, 22.97, 969.01, -1.96]"
"[3.6536824065239406, 22.97, 969.01, -1.96]","[3.5098605470264332, 21.86, 973.14, -1.82]"
"[3.5098605470264332, 21.86, 973.14, -1.82]","[3.3634071240865877, 21.14, 977.08, -1.68]"
"[3.3634071240865877, 21.14, 977.08, -1.68]","[3.211649946677843, 21.26, 981.32, -1.67]"
"[3.211649946677843, 21.26, 981.32, -1.67]","[3.0414252324282334, 21.53, 985.31, -1.71]"
"[3.0414252324282334, 21.53, 985.31, -1.71]","[2.878570450681324, 21.64, 989.41, -1.63]"
"[2.878570450681324, 21.64, 989.41, -1.63]","[2.7300758075223053, 21.77, 993.57, -1.47]"
"[2.7300758075223053, 21.77, 993.57, -1.47]","[2.594741702893849, 22.03, 997.83, -1.18]"
"[2.594741702893849, 22.03, 997.83, -1.18]","[2.510533812811772, 22.56, 1002.18, -0.74]"
"[2.510533812811772, 22.56, 1002.18, -0.74]","[2.4207738927197036, 23.46, 1006.75, -0.2]"
"[2.4207738927197036, 23.46, 1006.75, -0.2]","[2.3661951569790403, 24.66, 1011.51, 0.32]"
"[2.3661951569790403, 24.66, 1011.51, 0.32]","[2.293530574608312, 25.8, 1016.58, 0.73]"
"[2.293530574608312, 25.8, 1016.58, 0.73]","[2.1801816348256917, 26.67, 1021.92, 0.91]"
"[2.1801816348256917, 26.67, 1021.92, 0.91]","[2.044247484066963, 26.31, 1027.42, 0.96]"
"[2.044247484066963, 26.31, 1027.42, 0.96]","[1.888356756086418, 26.21, 1032.8, 1.03]"
"[1.888356756086418, 26.21, 1032.8, 1.03]","[1.771131169118016, 26.71, 1038.22, 1.07]"
"[1.771131169118016, 26.71, 1038.22, 1.07]","[1.5707963267948966, 27.4, 1043.76, 1.04]"
"[1.5707963267948966, 27.4, 1043.76, 1.04]","[1.5707963267948966, 28.3, 1049.43, 0.87]"
"[1.5707963267948966, 28.3, 1049.43, 0.87]","[1.5707963267948966, 29.58, 1055.26, 0.48]"
"[1.5707963267948966, 29.58, 1055.26, 0.48]","[1.5707963267948966, 30.65, 1061.29, -0.01]"
"[1.5707963267948966, 30.65, 1061.29, -0.01]","[1.4292568534704695, 31.72, 1067.49, -0.49]"
"[1.4292568534704695, 31.72, 1067.49, -0.49]","[1.4292568534704695, 32.75, 1073.9, -1.07]"
"[1.4292568534704695, 32.75, 1073.9, -1.07]","[1.4292568534704695, 33.69, 1080.5, -1.76]"
"[1.4292568534704695, 33.69, 1080.5, -1.76]","[1.370461484471777, 34.51, 1087.27, -2.29]"
"[1.370461484471777, 34.51, 1087.27, -2.29]","[1.370461484471777, 35.45, 1094.26, -2.56]"
"[1.370461484471777, 35.45, 1094.26, -2.56]","[1.3252308092796046, 36.29, 1101.43, -2.66]"
"[1.3252308092796046, 36.29, 1101.43, -2.66]","[1.2870022175865685, 37.1, 1108.77, -2.53]"
"[1.2870022175865685, 37.1, 1108.77, -2.53]","[1.2870022175865685, 37.87, 1116.25, -2.22]"
"[1.2870022175865685, 37.87, 1116.25, -2.22]","[1.2870022175865685, 38.13, 1123.79, -1.95]"
"[1.2870022175865685, 38.13, 1123.79, -1.95]","[1.253235897503375, 38.87, 1131.48, -1.65]"
"[1.253235897503375, 38.87, 1131.48, -1.65]","[1.2226303055219356, 39.6, 1139.31, -1.13]"
"[1.2226303055219356, 39.6, 1139.31, -1.13]","[1.2226303055219356, 40.28, 1147.27, -0.38]"
"[1.2226303055219356, 40.28, 1147.27, -0.38]","[1.2870022175865685, 39.66, 1155.25, 0.35]"
"[1.2870022175865685, 39.66, 1155.25, 0.35]","[1.370461484471777, 36.87, 1162.93, 0.66]"
"[1.370461484471777, 36.87, 1162.93, 0.66]","[1.4292568534704695, 34.02, 1170.03, 0.56]"
"[1.4292568534704695, 34.02, 1170.03, 0.56]","[1.4292568534704695, 30.6, 1176.49, 0.19]"
"[1.4292568534704695, 30.6, 1176.49, 0.19]","[1.4292568534704695, 27.1, 1182.25, -0.23]"
"[1.4292568534704695, 27.1, 1182.25, -0.23]","[1.4292568534704695, 24.18, 1187.39, -0.5]"
"[1.4292568534704695, 24.18, 1187.39, -0.5]","[1.5707963267948966, 23.02, 1192.13, -0.75]"
"[1.5707963267948966, 23.02, 1192.13, -0.75]","[1.771131169118016, 23.04, 1196.69, -1.18]"
"[1.771131169118016, 23.04, 1196.69, -1.18]","[1.888356756086418, 23.9, 1201.48, -1.76]"
"[1.888356756086418, 23.9, 1201.48, -1.76]","[1.9471798091126247, 24.97, 1206.56, -2.27]"
"[1.9471798091126247, 24.97, 1206.56, -2.27]","[2.0657304531357923, 25.56, 1212.26, -2.65]"
"[2.0657304531357923, 25.56, 1212.26, -2.65]","[2.125607359774968, 25.01, 1217.66, -2.74]"
"[2.125607359774968, 25.01, 1217.66, -2.74]","[2.230783656182395, 25.63, 1223.04, -2.63]"
"[2.230783656182395, 25.63, 1223.04, -2.63]","[2.2782795385742394, 26.79, 1228.57, -2.09]"
"[2.2782795385742394, 26.79, 1228.57, -2.09]","[2.407383866136434, 26.43, 1234.04, -1.12]"
"[2.407383866136434, 26.43, 1234.04, -1.12]","[2.5592284157210496, 25.59, 1239.2, -0.03]"
"[2.5592284157210496, 25.59, 1239.2, -0.03]","[2.7300758075223053, 24.67, 1244.1, 0.94]"
"[2.7300758075223053, 24.67, 1244.1, 0.94]","[2.8889123984477143, 23.63, 1248.75, 1.72]"
"[2.8889123984477143, 23.63, 1248.75, 1.72]","[3.0414252324282334, 22.71, 1253.15, 2.25]"
"[3.0414252324282334, 22.71, 1253.15, 2.25]","[3.1615939871631835, 22.36, 1257.36, 2.57]"
"[3.1615939871631835, 22.36, 1257.36, 2.57]","[3.2719616332929387, 22.76, 1261.89, 2.73]"
"[3.2719616332929387, 22.76, 1261.89, 2.73]","[3.3736703364525065, 23.51, 1266.19, 2.8]"
"[3.3736703364525065, 23.51, 1266.19, 2.8]","[3.4778962287437736, 24.2, 1270.62, 2.76]"
"[3.4778962287437736, 24.2, 1270.62, 2.76]","[3.5860854305256122, 23.68, 1275.07, 2.67]"
"[3.5860854305256122, 23.68, 1275.07, 2.67]","[3.7239568914585366, 23.85, 1279.44, 2.5]"
"[3.7239568914585366, 23.85, 1279.44, 2.5]","[3.8758014410431523, 24.45, 1283.96, 2.3]"
"[3.8758014410431523, 24.45, 1283.96, 2.3]","[4.020433805258373, 24.74, 1288.61, 2.09]"
"[4.020433805258373, 24.74, 1288.61, 2.09]","[4.176862326070302, 24.93, 1293.36, 1.85]"
"[4.176862326070302, 24.93, 1293.36, 1.85]","[4.28487671543982, 25.23, 1298.2, 1.59]"
"[4.28487671543982, 25.23, 1298.2, 1.59]","[4.394828551093168, 25.75, 1303.16, 1.32]"
"[4.394828551093168, 25.75, 1303.16, 1.32]","[4.466823462869398, 26.67, 1308.31, 0.95]"
"[4.466823462869398, 26.67, 1308.31, 0.95]","[4.466823462869398, 28.03, 1313.72, 0.5]"
"[4.466823462869398, 28.03, 1313.72, 0.5]","[4.466823462869398, 29.26, 1319.43, 0.24]"
"[4.466823462869398, 29.26, 1319.43, 0.24]","[4.466823462869398, 30.47, 1325.39, 0.29]"
"[4.466823462869398, 30.47, 1325.39, 0.29]","[4.466823462869398, 31.63, 1331.59, 0.61]"
"[4.466823462869398, 31.63, 1331.59, 0.61]","[4.466823462869398, 32.73, 1338.0, 1.07]"
"[4.466823462869398, 32.73, 1338.0, 1.07]","[4.51205413806157, 33.76, 1344.65, 1.42]"
"[4.51205413806157, 33.76, 1344.65, 1.42]","[4.51205413806157, 34.79, 1351.51, 1.58]"
"[4.51205413806157, 34.79, 1351.51, 1.58]","[4.51205413806157, 35.76, 1358.59, 1.62]"
"[4.51205413806157, 35.76, 1358.59, 1.62]","[4.51205413806157, 36.69, 1365.83, 1.64]"
"[4.51205413806157, 36.69, 1365.83, 1.64]","[4.51205413806157, 37.58, 1373.26, 1.66]"
"[4.51205413806157, 37.58, 1373.26, 1.66]","[4.570849507060263, 37.72, 1380.81, 1.54]"
"[4.570849507060263, 37.72, 1380.81, 1.54]","[4.71238898038469, 38.26, 1388.39, 0.97]"
"[4.71238898038469, 38.26, 1388.39, 0.97]","[4.71238898038469, 39.05, 1396.04, -0.15]"
"[4.71238898038469, 39.05, 1396.04, -0.15]","[4.71238898038469, 39.9, 1403.82, -1.52]"
"[4.71238898038469, 39.9, 1403.82, -1.52]","[4.71238898038469, 40.65, 1411.79, -2.75]"
"[4.71238898038469, 40.65, 1411.79, -2.75]","[4.570849507060263, 41.38, 1419.95, -3.72]"
"[4.570849507060263, 41.38, 1419.95, -3.72]","[4.570849507060263, 42.05, 1428.33, -4.3]"
"[4.570849507060263, 42.05, 1428.33, -4.3]","[4.51205413806157, 42.69, 1436.82, -4.39]"
"[4.51205413806157, 42.69, 1436.82, -4.39]","[4.466823462869398, 43.4, 1445.43, -4.12]"
"[4.466823462869398, 43.4, 1445.43, -4.12]","[4.466823462869398, 44.08, 1454.17, -3.72]"
"[4.466823462869398, 44.08, 1454.17, -3.72]","[4.51205413806157, 44.72, 1463.01, -3.4]"
"[4.51205413806157, 44.72, 1463.01, -3.4]","[4.51205413806157, 45.35, 1472.01, -3.27]"
"[4.51205413806157, 45.35, 1472.01, -3.27]","[4.51205413806157, 45.95, 1481.13, -3.22]"
"[4.51205413806157, 45.95, 1481.13, -3.22]","[4.51205413806157, 46.21, 1490.36, -3.18]"
"[4.51205413806157, 46.21, 1490.36, -3.18]","[4.466823462869398, 46.51, 1499.61, -3.04]"
"[4.466823462869398, 46.51, 1499.61, -3.04]","[4.428594871176362, 47.05, 1508.96, -2.59]"
"[4.428594871176362, 47.05, 1508.96, -2.59]","[4.428594871176362, 47.62, 1518.4, -1.86]"
"[4.428594871176362, 47.62, 1518.4, -1.86]","[4.428594871176362, 48.16, 1527.93, -1.04]"
"[4.428594871176362, 48.16, 1527.93, -1.04]","[4.3642229591117285, 48.64, 1537.56, -0.19]"
"[4.3642229591117285, 48.64, 1537.56, -0.19]","[4.336005498066962, 49.09, 1547.33, 0.59]"
"[4.336005498066962, 49.09, 1547.33, 0.59]","[4.28487671543982, 49.54, 1557.28, 1.15]"
"[4.28487671543982, 49.54, 1557.28, 1.15]","[4.217454854043794, 49.91, 1567.36, 1.25]"
"[4.217454854043794, 49.91, 1567.36, 1.25]","[4.176862326070302, 50.3, 1577.46, 0.76]"
"[4.176862326070302, 50.3, 1577.46, 0.76]","[4.138875875961593, 50.68, 1587.52, -0.21]"
"[4.138875875961593, 50.68, 1587.52, -0.21]","[4.120700337958146, 51.13, 1597.63, -1.27]"
"[4.120700337958146, 51.13, 1597.63, -1.27]","[4.120700337958146, 51.56, 1607.85, -2.29]"
"[4.120700337958146, 51.56, 1607.85, -2.29]","[4.052401650997192, 51.92, 1618.17, -3.06]"
"[4.052401650997192, 51.92, 1618.17, -3.06]","[4.036258470824029, 52.31, 1628.58, -3.49]"
"[4.036258470824029, 52.31, 1628.58, -3.49]","[4.036258470824029, 52.71, 1639.08, -3.65]"
"[4.036258470824029, 52.71, 1639.08, -3.65]","[3.989654732571274, 52.73, 1649.65, -3.61]"
"[3.989654732571274, 52.73, 1649.65, -3.61]","[3.959914604221353, 52.97, 1660.2, -3.26]"
"[3.959914604221353, 52.97, 1660.2, -3.26]","[3.974663011931441, 53.37, 1670.82, -2.69]"
"[3.974663011931441, 53.37, 1670.82, -2.69]","[4.020433805258373, 53.73, 1681.52, -2.22]"
"[4.020433805258373, 53.73, 1681.52, -2.22]","[4.036258470824029, 54.1, 1692.31, -2.0]"
"[4.036258470824029, 54.1, 1692.31, -2.0]","[4.036258470824029, 54.47, 1703.16, -1.94]"
"[4.036258470824029, 54.47, 1703.16, -1.94]","[4.036258470824029, 54.83, 1714.09, -1.91]"
"[4.036258470824029, 54.83, 1714.09, -1.91]","[4.036258470824029, 55.17, 1725.1, -1.89]"
"[4.036258470824029, 55.17, 1725.1, -1.89]","[4.004905768605346, 55.48, 1736.16, -1.81]"
"[4.004905768605346, 55.48, 1736.16, -1.81]","[3.989654732571274, 55.78, 1747.29, -1.5]"
"[3.989654732571274, 55.78, 1747.29, -1.5]","[3.974663011931441, 56.1, 1758.47, -0.96]"
"[3.974663011931441, 56.1, 1758.47, -0.96]","[4.020433805258373, 56.37, 1769.7, -0.4]"
